$0;1704998670981174217;1.15-SNAPSHOT;KIEKER;39606aec9fd7;1;false;0;NANOSECONDS;0
$1;1704998690948879273;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505795;1704998690948269054;1704998690948867861;39606aec9fd7;20;3
$1;1704998690948944246;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505795;1704998690948250599;1704998690948939277;39606aec9fd7;19;2
$1;1704998691050121673;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505800;1704998691049482040;1704998691049980387;39606aec9fd7;31;4
$1;1704998691050258176;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505800;1704998691049465108;1704998691050236655;39606aec9fd7;30;3
$1;1704998691050330623;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505800;1704998691049450199;1704998691050323730;39606aec9fd7;29;2
$1;1704998691101057888;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505804;1704998691100159530;1704998691100586711;39606aec9fd7;21;4
$1;1704998691101130686;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505804;1704998691100141575;1704998691101119715;39606aec9fd7;20;3
$1;1704998691101191231;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505804;1704998691100125735;1704998691101185540;39606aec9fd7;19;2
$1;1704998691109490242;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505803;1704998691108987266;1704998691109424627;39606aec9fd7;27;4
$1;1704998691109558041;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505803;1704998691108971296;1704998691109554103;39606aec9fd7;26;3
$1;1704998691109604218;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505803;1704998691108954133;1704998691109601633;39606aec9fd7;25;2
$1;1704998691274640742;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505810;1704998691274115915;1704998691274561361;39606aec9fd7;27;4
$1;1704998691274720543;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505810;1704998691274098431;1704998691274709051;39606aec9fd7;26;3
$1;1704998691274798100;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505810;1704998691274074326;1704998691274789484;39606aec9fd7;25;2
$1;1704998691359716422;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505815;1704998691358780584;1704998691359685753;39606aec9fd7;31;4
$1;1704998691359880824;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505815;1704998691358759184;1704998691359869232;39606aec9fd7;30;3
$1;1704998691359949384;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505815;1704998691358732513;1704998691359943583;39606aec9fd7;29;2
$1;1704998691437567750;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505817;1704998691436993409;1704998691437472779;39606aec9fd7;21;4
$1;1704998691437710454;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505817;1704998691436967690;1704998691437698231;39606aec9fd7;20;3
$1;1704998691437773274;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505817;1704998691436900382;1704998691437765990;39606aec9fd7;19;2
$1;1704998691575143072;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505821;1704998691574730368;1704998691575126030;39606aec9fd7;27;4
$1;1704998691575217734;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505821;1704998691574708988;1704998691575215069;39606aec9fd7;26;3
$1;1704998691575264874;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505821;1704998691574628003;1704998691575262700;39606aec9fd7;25;2
$1;1704998691628702858;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505823;1704998691628293610;1704998691628685254;39606aec9fd7;31;4
$1;1704998691628769805;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505823;1704998691628276528;1704998691628766128;39606aec9fd7;30;3
$1;1704998691628816674;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505823;1704998691628264114;1704998691628814420;39606aec9fd7;29;2
$1;1704998691765593247;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505827;1704998691765154514;1704998691765579100;39606aec9fd7;31;4
$1;1704998691765652189;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505827;1704998691765139475;1704998691765648582;39606aec9fd7;30;3
$1;1704998691765696303;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505827;1704998691765123264;1704998691765694510;39606aec9fd7;29;2
